LOC_ID                          CLUSTER             P_VALUE             CLU_OBS             CLU_EXP             CLU_ODE             LOC_OBS             LOC_EXP             LOC_ODE             LOC_X               LOC_Y               GINI_CLUST
2534                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
2535                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
2816                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
2855                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
2889                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
3085                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
3107                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
3120                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
3122                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
607                             6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
943                             6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
952                             6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
968                             6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
1157                            7                   0.976               3                   0.073               40.99               1                   0.0081              122.96              525375              183875              F 
2161                            7                   0.976               3                   0.073               40.99               0                   0.0081              0                   525625              183875              F 
1148                            7                   0.976               3                   0.073               40.99               n/a                 n/a                 n/a                 525125              184125              F 
1152                            7                   0.976               3                   0.073               40.99               n/a                 n/a                 n/a                 525125              184125              F 
1417                            7                   0.976               3                   0.073               40.99               n/a                 n/a                 n/a                 525125              184125              F 
1540                            7                   0.976               3                   0.073               40.99               n/a                 n/a                 n/a                 525125              184125              F 
2269                            7                   0.976               3                   0.073               40.99               n/a                 n/a                 n/a                 525125              184125              F 
431                             7                   0.976               3                   0.073               40.99               n/a                 n/a                 n/a                 525125              184125              F 
685                             7                   0.976               3                   0.073               40.99               n/a                 n/a                 n/a                 525125              184125              F 
